Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total;Year;ID;Lloc;Trans;height;class;epibiosis;biomassa total
1999,20;411;2;4;37;6;50;12,38815127;2000;411;2;4;37;6;50;12,38815127;2001;411;2;4;38;6;20;21,2498158;2002;411;2;4;39;6;25;21,31914991;2003;447;2;1;19;4;0;4,350877884;2005;447;2;1;27;5;30;7,62057006;2006;447;2;1;;;;;2007;447;2;1;;;;;2008;447;2;1;;;;;2009;112d;1;2;7;3;0;0,321170672
1999,20;412;2;4;53;7;12;55,7022435;2000;412;2;4;45;7;10;37,16697077;2001;412;2;4;44;7;0;38,94408292;2002;412;2;4;42,5;7;5;33,79470878;2003;448;2;1;31;6;0;15,61291576;2005;448;2;1;33;6;0;18,3802485;2006;448;2;1;29;5;5;12,46270673;2007;448;2;1;32;6;0;16,96178051;2008;448;2;1;31;6;0;15,61291576;2009;112e;1;2;4;3;50;0,037271475
1999,20;413;2;4;32;6;50;8,480890256;2000;413;2;4;32;6;50;8,480890256;2001;413;2;4;18;4;35;2,45586557;2002;413;2;4;19;4;70;1,305263365;2003;449;2;1;28;5;45;6,583777524;2005;449;2;1;27;5;30;7,62057006;2006;449;2;1;34,5;6;10;18,5772037;2007;449;2;1;34,5;6;10;18,5772037;2008;449;2;1;32;6;15;14,41751344;2009;112f;1;2;3;2;0;0,035181672
1999,20;414;2;4;16;4;100;;2000;414;2;4;;;;;2001;414;2;4;;;;;2002;414;2;4;;;;;2003;177;2;1;5,5;3;0;0,171149886;2005;177;2;1;;;;;2006;177;2;1;;;;;2007;177;2;1;;;;;2008;177;2;1;;;;;2009;112g;1;2;;;;
1999,20;415;2;4;27;5;88;1,306383439;2000;415;2;4;;;;;2001;415;2;4;;;;;2002;415;2;4;;;;;2003;177b;2;1;7;3;0;0,321170672;2005;177b;2;1;7;3;0;0,321170672;2006;177b;2;1;7;3;0;0,321170672;2007;177b;2;1;8;3;0;0,455087453;2008;177b;2;1;9;3;0;0,618875008;2009;112h;1;2;2,5;2;0;0,021860164
1999,20;416;2;4;15;4;66;0,7981915;2000;416;2;4;;;;;2001;416;2;4;;;;;2002;416;2;4;;;;;2003;177c;2;1;6,5;3;0;0,264687759;2005;177c;2;1;7;3;0;0,321170672;2006;177c;2;1;8;3;0;0,455087453;2007;177c;2;1;8;3;0;0,455087453;2008;177c;2;1;8;3;0;0,455087453;2009;113a;1;2;9;3;100;
1999,20;417;2;4;22;5;0;6,379008673;2000;417;2;4;22;5;0;6,379008673;2001;417;2;4;24;5;0;8,005368657;2002;417;2;4;25;5;0;8,905399734;2003;177d;2;1;8;3;0;0,455087453;2005;177d;2;1;8;3;0;0,455087453;2006;177d;2;1;9;3;0;0,618875008;2007;177d;2;1;9;3;0;0,618875008;2008;177d;2;1;5;3;0;0,133457107;2009;113b;1;2;;;;
1999,20;418;2;4;38;6;88;3,18747237;2000;418;2;4;22;5;70;1,913702602;2001;418;2;4;;;;;2002;418;2;4;;;;;2003;177e;2;1;6;3;0;0,214785401;2005;177e;2;1;7;3;0;0,321170672;2006;177e;2;1;8;3;0;0,455087453;2007;177e;2;1;8;3;0;0,455087453;2008;177e;2;1;10;3;0;0,814760556;2009;113c;1;2;;;;
1999,20;419;2;4;54;7;66;22,59730388;2000;419;2;4;53;7;0;63,29800398;2001;419;2;4;56;7;0;73,08037146;2002;419;2;4;60;7;0;87,49933637;2003;177f;2;1;;;;;2005;177f;2;1;;;;;2006;177f;2;1;;;;;2007;177f;2;1;;;;;2008;177f;2;1;3,5;3;0;0,052607491;2009;113d;1;2;9;3;0;0,618875008
1999,20;420;2;4;35,5;6;90;2,223955009;2000;420;2;4;35,5;6;90;2,223955009;2001;420;2;4;35,5;6;65;7,783842531;2002;420;2;4;36,5;6;40;14,34714945;2003;178a;2;1;10;3;0;0,814760556;2005;178a;2;1;11;4;0;1,044876361;2006;178a;2;1;;;;;2007;178a;2;1;;;;;2008;178a;2;1;;;;;2009;113e;1;2;8;3;10;0,409578707
1999,20;421;2;4;14;4;100;;2000;421;2;4;14;4;100;;2001;421;2;4;14;4;100;;2002;421;2;4;13;4;98;0,03231857;2003;178b;2;1;10;3;0;0,814760556;2005;178b;2;1;15;4;0;2,34762206;2006;178b;2;1;;;;;2007;178b;2;1;;;;;2008;178b;2;1;;;;;2009;113f;1;2;9;3;5;0,587931258
1999,20;422;2;4;36;6;25;17,2997882;2000;422;2;4;36;6;25;17,2997882;2001;422;2;4;10;3;0;0,814760556;2002;422;2;4;11,5;4;0;1,173414253;2003;179a;2;1;;;;;2005;179a;2;1;;;;;2006;179a;2;1;2,5;2;0;0,021860164;2007;179a;2;1;6;3;0;0,214785401;2008;179a;2;1;;;;;2009;114a;1;2;4;3;0;0,07454295
1999,20;423;2;4;12;4;98;0,026225456;2000;423;2;4;12;4;98;0,026225456;2001;423;2;4;12;4;80;0,262254557;2002;423;2;4;7;3;75;0,080292668;2003;179b;2;1;;;;;2005;179b;2;1;;;;;2006;179b;2;1;;;;;2007;179b;2;1;2;2;0;0,012210074;2008;179b;2;1;3;2;0;0,035181672;2009;114b;1;2;2,5;2;0;0,021860164
1999,20;424;2;4;21;5;100;;2000;424;2;4;;;;;2001;424;2;4;;;;;2002;424;2;4;;;;;2003;184;2;1;8;3;10;0,409578707;2005;184;2;1;15;4;0;2,34762206;2006;184;2;1;18,5;4;0;4,058337927;2007;184;2;1;20;4;0;4,974143204;2008;184;2;1;23;5;0;7,163737236;2009;114c;1;2;;;;
1999,20;425;2;4;13;4;100;;2000;425;2;4;13;4;100;;2001;425;2;4;13;4;80;0,323185703;2002;425;2;4;13;4;50;0,807964258;2003;185a;2;1;4;3;0;0,07454295;2005;185a;2;1;6;3;0;0,214785401;2006;185a;2;1;6;3;0;0,214785401;2007;185a;2;1;;;;;2008;185a;2;1;;;;;2009;114d;1;2;3;2;5;0,033422588
1999,20;426;2;4;40;6;37;19,13141632;2000;426;2;4;38;6;5;25,23415626;2001;426;2;4;39;6;25;21,31914991;2002;426;2;4;37;6;10;22,29867229;2003;185b;2;1;4;3;0;0,07454295;2005;185b;2;1;6;3;0;0,214785401;2006;185b;2;1;7;3;0;0,321170672;2007;185b;2;1;;;;;2008;185b;2;1;;;;;2009;114e;1;2;5;3;0;0,133457107
1999,20;427;2;4;38;6;66;9,031171715;2000;427;2;4;41;7;25;24,29165615;2001;427;2;4;41,5;7;10;30,08694122;2002;427;2;4;43;7;35;23,83943846;2003;185c;2;1;4;3;0;0,07454295;2005;185c;2;1;6,5;3;0;0,264687759;2006;185c;2;1;10;3;0;0,814760556;2007;185c;2;1;;;;;2008;185c;2;1;;;;;2009;114f;1;2;3;2;0;0,035181672
1999,20;428;2;4;20;4;37;3,133710219;2000;428;2;4;15;4;85;0,352143309;2001;428;2;4;13,5;4;20;1,426563534;2002;428;2;4;13;4;15;1,373539239;2003;185d;2;1;1,5;2;0;0,005762729;2005;185d;2;1;1;2;0;0,002;2006;185d;2;1;3;2;0;0,035181672;2007;185d;2;1;;;;;2008;185d;2;1;;;;;2009;114g;1;2;2;2;0;0,012210074
1999,20;429;2;4;45;7;0;41,29663418;2000;429;2;4;43;7;5;34,84225621;2001;429;2;4;46;7;5;41,54813572;2002;429;2;4;45,5;7;5;40,37972401;2003;185e;2;1;0,5;2;0;0,000327598;2005;185e;2;1;2,5;2;0;0,021860164;2006;185e;2;1;2,5;2;0;0,021860164;2007;185e;2;1;;;;;2008;185e;2;1;;;;;2009;114h;1;2;3;2;0;0,035181672
1999,20;430;2;4;16;4;0;2,778325663;2000;430;2;4;17;4;5;3,091898907;2001;430;2;4;17,5;4;5;3,334900709;2002;430;2;4;17,5;4;0;3,510421799;2003;186;2;1;11;4;0;1,044876361;2005;186;2;1;14;4;0;1,960758782;2006;186;2;1;;;;;2007;186;2;1;;;;;2008;186;2;1;;;;;2009;114i;1;2;2;2;0;0,012210074
1999,20;431;2;4;33;6;50;9,19012425;2000;431;2;4;27;5;10;9,797875791;2001;431;2;4;27;5;5;10,34220222;2002;431;2;4;25,5;5;0;9,377776254;2003;186a;2;1;;;;;2005;186a;2;1;;;;;2006;186a;2;1;;;;;2007;186a;2;1;2;2;;0,012210074;2008;186a;2;1;;;;;2009;114j;1;2;2;2;0;0,012210074
1999,20;432;2;4;20;4;12;4,37724602;2000;432;2;4;17;4;0;3,254630428;2001;432;2;4;21;5;0;5,649660552;2002;432;2;4;21;5;0;5,649660552;2003;189;2;1;7;3;0;0,321170672;2005;189;2;1;11;4;0;1,044876361;2006;189;2;1;12;4;0;1,311272786;2007;189;2;1;14,5;4;0;2,148822197;2008;189;2;1;14;4;0;1,960758782;2009;116;1;2;13;4;5;1,535132091
1999,20;433;2;4;40;6;66;10,32489135;2000;433;2;4;38,5;6;66;9,344615079;2001;433;2;4;40;6;25;22,77549562;2002;433;2;4;33;6;20;14,7041988;2003;190;2;1;11;4;0;1,044876361;2005;190;2;1;13,5;4;0;1,783204418;2006;190;2;1;15;4;0;2,34762206;2007;190;2;1;16;4;0;2,778325663;2008;190;2;1;17;4;0;3,254630428;2009;117;1;2;19;4;5;4,13333399
1999,20;434;2;4;18;4;0;3,778254724;2000;434;2;4;14;4;90;0,196075878;2001;434;2;4;13;4;95;0,080796426;2002;434;2;4;13;4;100;;2003;190a;2;1;;;;;2005;190a;2;1;;;;;2006;190a;2;1;;;;;2007;190a;2;1;3;2;0;0,035181672;2008;190a;2;1;;;;;2009;117a;1;2;6;3;0;0,214785401
1999,20;435;2;4;35;6;0;21,43125439;2000;435;2;4;35;6;0;21,43125439;2001;435;2;4;38;6;0;26,56226975;2002;435;2;4;38;6;40;15,93736185;2003;190b;2;1;;;;;2005;190b;2;1;;;;;2006;190b;2;1;;;;;2007;190b;2;1;;;;;2008;190b;2;1;2;2;0;0,012210074;2009;117b;1;2;4;3;0;0,07454295
1999,20;436;2;4;20;4;0;4,974143204;2000;436;2;4;19;4;30;3,045614519;2001;436;2;4;20;4;0;4,974143204;2002;436;2;4;19;4;15;3,698246202;2003;191;2;1;7,5;3;0;0,384538558;2005;191;2;1;10;3;0;0,814760556;2006;191;2;1;3;2;30;0,02462717;2007;191;2;1;4,5;3;40;0,06082273;2008;191;2;1;;;;;2009;117c;1;2;;;;
1999,20;437;2;4;21;5;0;5,649660552;2000;437;2;4;18;4;0;3,778254724;2001;437;2;4;15;4;25;1,760716545;2002;437;2;4;16;4;30;1,944827964;2003;192;2;1;13;4;0;1,615928517;2005;192;2;1;10;3;0;0,814760556;2006;192;2;1;;;;;2007;192;2;1;;;;;2008;192;2;1;;;;;2009;117d;1;2;;;;
1999,20;438;2;4;26;5;0;9,86530312;2000;438;2;4;;;;;2001;438;2;4;;;;;2002;438;2;4;;;;;2003;192a;2;1;;;;;2005;192a;2;1;;;;;2006;192a;2;1;;;;;2007;192a;2;1;;;;;2008;192a;2;1;1;2;0;0,002;2009;117e;1;2;3;2;0;0,035181672
1999,20;439;2;4;10;3;0;0,814760556;2000;439;2;4;;;;;2001;439;2;4;;;;;2002;439;2;4;;;;;2003;195a;2;1;9;3;20;0,495100007;2005;195a;2;1;12;4;0;1,311272786;2006;195a;2;1;11;4;0;1,044876361;2007;195a;2;1;13,5;4;0;1,783204418;2008;195a;2;1;16,5;4;5;2,860136072;2009;117f;1;2;;;;
1999,20;440;2;4;19;4;0;4,350877884;2000;440;2;4;18;4;100;;2001;440;2;4;;;;;2002;440;2;4;;;;;2003;195b;2;1;6,5;3;0;0,264687759;2005;195b;2;1;7;3;0;0,321170672;2006;195b;2;1;;;;;2007;195b;2;1;;;;;2008;195b;2;1;;;;;2009;117g;1;2;1,5;2;0;0,005762729
1999,20;441;2;4;17;4;10;2,929167386;2000;441;2;4;17;4;10;2,929167386;2001;441;2;4;19;4;0;4,350877884;2002;441;2;4;19;4;0;4,350877884;2003;195d;2;1;;;;;2005;195d;2;1;5;3;0;0,133457107;2006;195d;2;1;6;3;0;0,214785401;2007;195d;2;1;7,5;3;0;0,384538558;2008;195d;2;1;10;3;0;0,814760556;2009;117h;1;2;3;2;0;0,035181672
1999,20;442;2;4;36;6;0;23,06638426;2000;442;2;4;28;5;25;8,977878442;2001;442;2;4;31;6;10;14,05162419;2002;442;2;4;29;5;40;7,871183199;2003;195e;2;1;;;;;2005;195e;2;1;4;3;0;0,07454295;2006;195e;2;1;5;3;0;0,133457107;2007;195e;2;1;5,5;3;0;0,171149886;2008;195e;2;1;;;;;2009;119;1;2;6;3;5;0,204046131
1999,20;443;2;4;60;7;12;76,999416;2000;443;2;4;42;7;60;13,79655431;2001;443;2;4;34;6;30;13,90874706;2002;443;2;4;39;6;50;14,21276661;2003;195f;2;1;;;;;2005;195f;2;1;2;2;0;0,012210074;2006;195f;2;1;2;2;0;0,012210074;2007;195f;2;1;;;;;2008;195f;2;1;;;;;2009;120;1;2;12;4;10;1,180145507
1999,20;444;2;4;16;4;40;1,666995398;2000;444;2;4;16;4;40;1,666995398;2001;444;2;4;16;4;10;2,500493096;2002;444;2;4;20;4;20;3,979314564;2003;450;2;2;27;5;0;10,88652866;2005;450;2;2;31;6;0;15,61291576;2006;450;2;2;32;6;40;10,17706831;2007;450;2;2;33;6;40;11,0281491;2008;450;2;2;35;6;20;17,14500351;2009;121;1;2;16;4;5;2,639409379
1999,20;445;2;4;16;4;20;2,22266053;2000;445;2;4;16;4;20;2,22266053;2001;445;2;4;16;4;10;2,500493096;2002;445;2;4;19;4;35;2,828070625;2003;452;2;2;43;7;40;22,0056355;2005;452;2;2;44,5;7;0;40,10971945;2006;452;2;2;46;7;0;43,73487971;2007;452;2;2;9;3;20;0,495100007;2008;452;2;2;8;3;20;0,364069962;2009;122a;1;2;7;3;0;0,321170672
1999,20;446;2;4;26,5;5;10;9,331344775;2000;446;2;4;26,5;5;10;9,331344775;2001;446;2;4;25;5;0;8,905399734;2002;446;2;4;26;5;0;9,86530312;2003;453;2;2;27;5;80;2,177305731;2005;453;2;2;31;6;80;3,122583153;2006;453;2;2;35;6;80;4,286250878;2007;453;2;2;35;6;80;4,286250878;2008;453;2;2;;;;;2009;112b;1;2;;;;
1999,20;447;2;4;18,5;4;70;1,217501378;2000;447;2;4;18,5;4;70;1,217501378;2001;447;2;4;18;4;10;3,400429251;2002;447;2;4;18;4;0;3,778254724;2003;454;2;2;34,5;6;10;18,5772037;2005;454;2;2;37;6;0;24,77630254;2006;454;2;2;42;7;0;34,49138578;2007;454;2;2;42;7;0;34,49138578;2008;454;2;2;44;7;20;31,15526634;2009;112c;1;2;;;;
1999,20;448;2;4;29;5;80;2,623727733;2000;448;2;4;29;5;80;2,623727733;2001;448;2;4;33;6;40;11,0281491;2002;448;2;4;31;6;15;13,2709784;2003;455;2;2;32;6;70;5,088534154;2005;455;2;2;34;6;70;5,960891596;2006;455;2;2;35;6;80;4,286250878;2007;455;2;2;35;6;80;4,286250878;2008;455;2;2;20;4;80;0,994828641;2009;112d;1;2;7;3;0;0,321170672
1999,20;449;2;4;29;5;70;3,935591599;2000;449;2;4;29;5;70;3,935591599;2001;449;2;4;28;5;25;8,977878442;2002;449;2;4;27;5;35;7,076243627;2003;457;2;2;59;7;40;50,24640522;2005;457;2;2;58;7;50;40,04488614;2006;457;2;2;61;7;50;45,67839854;2007;457;2;2;62;7;60;38,12697034;2008;457;2;2;49;7;80;10,31506004;2009;112e;1;2;6;3;0;0,214785401
1999,20;450;2;5;22;5;0;6,379008673;2000;450;2;5;21,5;5;25;4,505631189;2001;450;2;5;26;5;0;9,86530312;2002;450;2;5;26;5;0;9,86530312;2003;458;2;2;39;6;40;17,05531993;2005;458;2;2;38;6;40;15,93736185;2006;458;2;2;21;5;70;1,694898166;2007;458;2;2;21;5;80;1,12993211;2008;458;2;2;21;5;90;0,564966055;2009;112g;1;2;4;3;0;0,07454295
1999,20;451;2;5;27,5;5;37;7,194968154;2000;451;2;5;23,5;5;50;3,788672979;2001;451;2;5;26;5;20;7,892242496;2002;451;2;5;;;;;2003;459;2;2;27;5;80;2,177305731;2005;459;2;2;24;5;80;1,601073731;2006;459;2;2;24;5;90;0,800536866;2007;459;2;2;24;5;90;0,800536866;2008;459;2;2;23;5;90;0,716373724;2009;112h;1;2;;;;
1999,20;452;2;5;39,5;6;37;18,51351851;2000;452;2;5;34;6;45;10,92830126;2001;452;2;5;43;7;20;29,34084734;2002;452;2;5;43;7;20;29,34084734;2003;460;2;2;11;4;90;0,104487636;2005;460;2;2;6;3;95;0,01073927;2006;460;2;2;7;3;70;0,096351202;2007;460;2;2;8;3;60;0,182034981;2008;460;2;2;10;3;40;0,488856333;2009;112i;1;2;7;3;40;0,192702403
1999,20;453;2;5;36,2;6;88;2,808281318;2000;453;2;5;35;6;90;2,143125439;2001;453;2;5;28;5;85;1,795575688;2002;453;2;5;28;5;90;1,197050459;2003;461;2;2;17;4;70;0,976389129;2005;461;2;2;18;4;60;1,511301889;2006;461;2;2;20;4;10;4,476728884;2007;461;2;2;21;5;20;4,519728441;2008;461;2;2;23;5;40;4,298242342;2009;112j;1;2;7;3;0;0,321170672
1999,20;454;2;5;39,5;6;88;3,526384479;2000;454;2;5;30;5;20;11,46585532;2001;454;2;5;33;6;5;17,46123608;2002;454;2;5;33;6;0;18,3802485;2003;462;2;2;27;5;50;5,443264328;2005;462;2;2;29;5;30;9,183047065;2006;462;2;2;32;6;15;14,41751344;2007;462;2;2;33;6;20;14,7041988;2008;462;2;2;32;6;10;15,26560246;2009;112k;1;2;2;2;0;0,012210074
1999,20;455;2;5;52;7;66;20,47753324;2000;455;2;5;48,5;7;10;45,19167546;2001;455;2;5;32;6;45;9,328979282;2002;455;2;5;31;6;60;6,245166306;2003;464;2;2;30;5;100;;2005;464;2;2;;;;;2006;464;2;2;;;;;2007;464;2;2;;;;;2008;464;2;2;;;;;2009;112l;;;3;2;0;0,035181672
1999,20;456;2;5;39,2;6;66;9,794573907;2000;456;2;5;33;6;50;9,19012425;2001;456;2;5;;;;;2002;456;2;5;;;;;2003;466;2;2;22;5;40;3,827405204;2005;466;2;2;27;5;20;8,709222926;2006;466;2;2;27;5;0;10,88652866;2007;466;2;2;27;5;0;10,88652866;2008;466;2;2;36;6;0;23,06638426;2009;112m;;;2,5;2;0;0,021860164
1999,20;457;2;5;50;7;66;18,48504976;2000;457;2;5;54;7;66;22,59730388;2001;457;2;5;59;7;50;41,87200435;2002;457;2;5;59;7;50;41,87200435;2003;467;2;2;64;7;40;62,1313769;2005;467;2;2;67;7;20;93,36309016;2006;467;2;2;68;7;0;121,3048759;2007;467;2;2;72;7;40;84,49267536;2008;467;2;2;44;7;5;36,99687878;2009;112n;;;2;2;0;0,012210074
1999,20;458;2;5;34;6;66;6,755677142;2000;458;2;5;35;6;60;8,572501756;2001;458;2;5;37;6;40;14,86578152;2002;458;2;5;37,5;6;50;12,82985088;2003;472;2;2;16;4;0;2,778325663;2005;472;2;2;17;4;10;2,929167386;2006;472;2;2;23;5;2;7,020462491;2007;472;2;2;26;5;80;1,973060624;2008;472;2;2;22;5;100;;2009;123;1;2;;;;
1999,20;459;2;5;38;6;88;3,18747237;2000;459;2;5;37;6;80;4,955260508;2001;459;2;5;32;6;80;3,392356102;2002;459;2;5;27;5;80;2,177305731;2003;474;2;2;14;4;0;1,960758782;2005;474;2;2;17;4;0;3,254630428;2006;474;2;2;19;4;0;4,350877884;2007;474;2;2;19;4;0;4,350877884;2008;474;2;2;18;4;0;3,778254724;2009;124;1;2;;;;
1999,20;460;2;5;14,5;4;88;0,257858664;2000;460;2;5;10;3;90;0,081476056;2001;460;2;5;11;4;90;0,104487636;2002;460;2;5;11;4;90;0,104487636;2003;477;2;2;19;4;10;3,915790096;2005;477;2;2;22;5;40;3,827405204;2006;477;2;2;28;5;0;11,97050459;2007;477;2;2;29;5;5;12,46270673;2008;477;2;2;30;5;0;14,33231915;2009;126;1;2;13;4;0;1,615928517
1999,20;461;2;5;22;5;66;2,168862949;2000;461;2;5;15;4;40;1,408573236;2001;461;2;5;16;4;60;1,111330265;2002;461;2;5;16;4;60;1,111330265;2003;481;2;2;22;5;0;6,379008673;2005;481;2;2;22;5;40;3,827405204;2006;481;2;2;28;5;0;11,97050459;2007;481;2;2;29;5;5;12,46270673;2008;481;2;2;30;5;0;14,33231915;2009;127;1;2;24;5;0;8,005368657
1999,20;462;2;5;36,5;6;88;2,86942989;2000;462;2;5;31;6;80;3,122583153;2001;462;2;5;31;6;60;6,245166306;2002;462;2;5;27;5;60;4,354611463;2003;482;2;2;19;4;10;3,915790096;2005;482;2;2;27;5;0;10,88652866;2006;482;2;2;18;4;60;1,511301889;2007;482;2;2;13;4;90;0,161592852;2008;482;2;2;;;;;2009;128;1;2;;;;
1999,20;463;2;5;28,5;5;88;1,504375758;2000;463;2;5;;;;;2001;463;2;5;;;;;2002;463;2;5;;;;;2003;484;2;2;16;4;40;1,666995398;2005;484;2;2;;;;;2006;484;2;2;;;;;2007;484;2;2;;;;;2008;484;2;2;;;;;2009;129;1;2;;;;
1999,20;464;2;5;51;7;66;19,46556762;2000;464;2;5;51;7;55;25,76325126;2001;464;2;5;42;7;40;20,69483147;2002;464;2;5;35;6;100;;2003;485;2;2;9;3;0;0,618875008;2005;485;2;2;;;;;2006;485;2;2;;;;;2007;485;2;2;;;;;2008;485;2;2;;;;;2009;131;1;2;;;;
1999,20;465;2;5;20;4;40;2,984485923;2000;465;2;5;20;4;40;2,984485923;2001;465;2;5;18;4;80;0,755650945;2002;465;2;5;;;;;2003;486;2;2;18;4;10;3,400429251;2005;486;2;2;18;4;0;3,778254724;2006;486;2;2;19;4;5;4,13333399;2007;486;2;2;8;3;10;0,409578707;2008;486;2;2;9;3;0;0,618875008;2009;132;1;2;;;;
1999,20;466;2;5;18,5;4;88;0,487000551;2000;466;2;5;23;5;60;2,865494894;2001;466;2;5;23;5;50;3,581868618;2002;466;2;5;25;5;50;4,452699867;2003;488;2;2;9;3;0;0,618875008;2005;488;2;2;17;4;0;3,254630428;2006;488;2;2;18;4;0;3,778254724;2007;488;2;2;20;4;0;4,974143204;2008;488;2;2;23;5;0;7,163737236;2009;132a;1;2;;;;
1999,20;467;2;5;61;7;37;57,55478216;2000;467;2;5;61;7;20;73,08543766;2001;467;2;5;61;7;20;73,08543766;2002;467;2;5;65;7;30;75,48000087;2003;489;2;2;30;5;90;1,433231915;2005;489;2;2;36;6;90;2,306638426;2006;489;2;2;36;6;90;2,306638426;2007;489;2;2;34;6;90;1,986963865;2008;489;2;2;25;5;90;0,890539973;2009;132c;1;2;;;;
1999,20;469;2;5;32,5;6;66;6,005158641;2000;469;2;5;13;4;20;1,292742814;2001;469;2;5;15;4;10;2,112859854;2002;469;2;5;;;;;2003;490;2;2;15;4;20;1,878097648;2005;490;2;2;18;4;10;3,400429251;2006;490;2;2;19;4;5;4,13333399;2007;490;2;2;20;4;10;4,476728884;2008;490;2;2;20;4;0;4,974143204;2009;132d;1;2;;;;
1999,20;470;2;5;32,5;6;37;11,12720572;2000;470;2;5;18;4;0;3,778254724;2001;470;2;5;21;5;10;5,084694497;2002;470;2;5;;;;;2003;491;2;2;15;4;0;2,34762206;2005;491;2;2;10;3;0;0,814760556;2006;491;2;2;10;3;0;0,814760556;2007;491;2;2;10;3;0;0,814760556;2008;491;2;2;9;3;0;0,618875008;2009;132e;1;2;;;;
1999,20;471;2;5;17;4;12;2,864074777;2000;471;2;5;16;4;0;2,778325663;2001;471;2;5;18;4;0;3,778254724;2002;471;2;5;;;;;2003;492;2;2;24;5;20;6,404294926;2005;492;2;2;23;5;20;5,730989789;2006;492;2;2;23;5;5;6,805550374;2007;492;2;2;24;5;5;7,605100225;2008;492;2;2;23;5;0;7,163737236;2009;132f;1;2;;;;
1999,20;472;2;5;10,7;4;37;0,612438106;2000;472;2;5;14;4;85;0,294113817;2001;472;2;5;10;3;0;0,814760556;2002;472;2;5;13;4;0;1,615928517;2003;493;2;2;35,5;6;40;13,34373005;2005;493;2;2;34;6;60;7,947855461;2006;493;2;2;35;6;60;8,572501756;2007;493;2;2;36;6;80;4,613276853;2008;493;2;2;36;6;70;6,919915279;2009;132g;1;2;5;3;0;0,133457107
1999,20;473;2;5;19,5;4;66;1,583066827;2000;473;2;5;15;4;70;0,704286618;2001;473;2;5;10;3;90;0,081476056;2002;473;2;5;;;;;2003;494;2;2;31;6;40;9,367749458;2005;494;2;2;24;5;50;4,002684329;2006;494;2;2;24,5;5;20;6,758393319;2007;494;2;2;25;5;0;8,905399734;2008;494;2;2;24;5;20;6,404294926;2009;132h;1;2;12;4;0;1,311272786
1999,20;474;2;5;11;4;37;0,658272107;2000;474;2;5;11;4;15;0,888144907;2001;474;2;5;12;4;10;1,180145507;2002;474;2;5;12;4;0;1,311272786;2003;495;2;2;12,5;4;90;0,145869713;2005;495;2;2;12;4;90;0,131127279;2006;495;2;2;9;3;90;0,061887501;2007;495;2;2;8;3;80;0,091017491;2008;495;2;2;11;4;0;1,044876361;2009;132i;1;2;11;4;0;1,044876361
1999,20;475;2;5;50;7;99;0,543677934;2000;475;2;5;49;7;99;0,515753002;2001;475;2;5;40;6;100;;2002;475;2;5;;;;;2003;496;2;2;9;3;90;0,061887501;2005;496;2;2;8;3;90;0,045508745;2006;496;2;2;;;;;2007;496;2;2;;;;;2008;496;2;2;;;;;2009;132j;1;2;;;;
1999,20;476;2;5;15,5;4;66;0,869510128;2000;476;2;5;;;;;2001;476;2;5;;;;;2002;476;2;5;;;;;2003;498;2;2;22;5;0;6,379008673;2005;498;2;2;27,5;5;0;11,42058437;2006;498;2;2;32;6;10;15,26560246;2007;498;2;2;33;6;20;14,7041988;2008;498;2;2;35;6;20;17,14500351;2009;132k;1;2;;;;
1999,20;477;2;5;28;5;10;10,77345413;2000;477;2;5;20;4;75;1,243535801;2001;477;2;5;20;4;60;1,989657282;2002;477;2;5;20;4;50;2,487071602;2003;499;2;2;26;5;70;2,959590936;2005;499;2;2;23,5;5;30;5,30414217;2006;499;2;2;27;5;60;4,354611463;2007;499;2;2;27;5;80;2,177305731;2008;499;2;2;23;5;90;0,716373724;2009;132l;1;2;2;2;0;0,012210074
1999,20;478;2;5;28;5;100;;2000;478;2;5;;;;;2001;478;2;5;;;;;2002;478;2;5;;;;;2003;500;2;2;16;4;100;;2005;500;2;2;5;3;100;;2006;500;2;2;6;3;100;;2007;500;2;2;6;3;100;;2008;500;2;2;6;3;100;;2009;132m;1;2;5;3;0;0,133457107
1999,20;479;2;5;10;3;100;;2000;479;2;5;;;;;2001;479;2;5;;;;;2002;479;2;5;;;;;2003;501;2;2;31;6;60;6,245166306;2005;501;2;2;33;6;50;9,19012425;2006;501;2;2;33;6;80;3,6760497;2007;501;2;2;33;6;90;1,83802485;2008;501;2;2;30;5;99;0,143323192;2009;132n;1;2;3;2;0;0,035181672
1999,20;480;2;5;14;4;66;0,666657986;2000;480;2;5;14;4;88;0,235291054;2001;480;2;5;13;4;80;0,323185703;2002;480;2;5;16;4;90;0,277832566;2003;502;2;2;13;4;99;0,016159285;2005;502;2;2;6,5;3;80;0,052937552;2006;502;2;2;8;3;70;0,136526236;2007;502;2;2;9;3;60;0,247550003;2008;502;2;2;10;3;60;0,325904222;2009;132ñ;1;2;3;2;0;0,035181672
